Timestamp,BatchId,UserId,CurrentAlarm,MachineStatus,TotalProductCount,TotalPassCount,ProductDynamicWeight,OffsetPlus,OffsetMinus,CurrentWeight,CurrentWeightStatus,UnderWeightCount,OverWeightCount,DoubleCounts,BatchStatus,RSN,RSN_JSON,Status,SCPM_Code,ReasonCode,ReasonDescription,ProductID
2026-02-27 11:22:04,504,1,0,1,6,1,2700,200,200,2670,2,0,0,5,1,01010168T5GFF3,"{""IRS_ID"": 117, ""IRS_ProductID"": 16, ""PM_GrossWeight"": 2.7, ""PM_MaxOffset"": 200, ""PM_MinOffset"": 200, ""IRS_PackSize"": 1, ""IRS_BatchID"": 150, ""IRS_PhysicalLocation"": 3, ""IRS_CompanyID"": 1, ""IRS_RandomNo"": ""01010168T5GFF3"", ""IRS_SKU"": ""https://vsecure.techtrio.com/ShreeBhagwati/01010168T5GFF3"", ""IRS_ParentRandomNo"": """", ""BL_ExpDate"": ""2026-03-08T18:30:00.000Z"", ""IRS_ToSCP"": """", ""isExpired"": 0, ""isNearExpiry"": 0, ""_batch_index"": 0}",PASS,BFFO-U2,1,VALID RSN,16
2026-02-27 11:24:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01010168T5GFF3,,FAIL,BFFO-U2,10,ALREADY SCANNED RSN,16
2026-02-27 11:25:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01010168T5GFF3,,FAIL,OM-U2,6,INVALID RSN,15
2026-02-27 11:40:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0101015HU7JGXJ,"{""IRS_ID"": 111, ""IRS_ProductID"": 15, ""PM_GrossWeight"": 2.7, ""PM_MaxOffset"": 200, ""PM_MinOffset"": 200, ""IRS_PackSize"": 1, ""IRS_BatchID"": 148, ""IRS_PhysicalLocation"": 3, ""IRS_CompanyID"": 1, ""IRS_RandomNo"": ""0101015HU7JGXJ"", ""IRS_SKU"": ""https://vsecure.techtrio.com/ShreeBhagwati/0101015HU7JGXJ"", ""IRS_ParentRandomNo"": """", ""BL_ExpDate"": ""2026-02-27T18:30:00.000Z"", ""IRS_ToSCP"": """", ""isExpired"": 0, ""isNearExpiry"": 1}",FAIL,OM-U2,15,NEAR EXPIRY REJECTED BY USER,15
2026-02-27 11:40:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0101015HU7JGXJ,"{""IRS_ID"": 111, ""IRS_ProductID"": 15, ""PM_GrossWeight"": 2.7, ""PM_MaxOffset"": 200, ""PM_MinOffset"": 200, ""IRS_PackSize"": 1, ""IRS_BatchID"": 148, ""IRS_PhysicalLocation"": 3, ""IRS_CompanyID"": 1, ""IRS_RandomNo"": ""0101015HU7JGXJ"", ""IRS_SKU"": ""https://vsecure.techtrio.com/ShreeBhagwati/0101015HU7JGXJ"", ""IRS_ParentRandomNo"": """", ""BL_ExpDate"": ""2026-02-27T18:30:00.000Z"", ""IRS_ToSCP"": """", ""isExpired"": 0, ""isNearExpiry"": 1}",FAIL,OM-U2,15,NEAR EXPIRY REJECTED BY USER,15
2026-02-27 11:41:04,506,1,0,1,4,0,2700,200,200,12235,3,0,1,3,1,0101015HU7JGXJ,"{""IRS_ID"": 111, ""IRS_ProductID"": 15, ""PM_GrossWeight"": 2.7, ""PM_MaxOffset"": 200, ""PM_MinOffset"": 200, ""IRS_PackSize"": 1, ""IRS_BatchID"": 148, ""IRS_PhysicalLocation"": 3, ""IRS_CompanyID"": 1, ""IRS_RandomNo"": ""0101015HU7JGXJ"", ""IRS_SKU"": ""https://vsecure.techtrio.com/ShreeBhagwati/0101015HU7JGXJ"", ""IRS_ParentRandomNo"": """", ""BL_ExpDate"": ""2026-02-27T18:30:00.000Z"", ""IRS_ToSCP"": """", ""isExpired"": 0, ""isNearExpiry"": 1}",FAIL,OM-U2,4,VALID RSN OVER WEIGHT,15
2026-02-27 11:41:34,506,1,0,1,5,0,2700,200,200,600,1,1,1,3,1,0101015HU7JGXJ,"{""IRS_ID"": 111, ""IRS_ProductID"": 15, ""PM_GrossWeight"": 2.7, ""PM_MaxOffset"": 200, ""PM_MinOffset"": 200, ""IRS_PackSize"": 1, ""IRS_BatchID"": 148, ""IRS_PhysicalLocation"": 3, ""IRS_CompanyID"": 1, ""IRS_RandomNo"": ""0101015HU7JGXJ"", ""IRS_SKU"": ""https://vsecure.techtrio.com/ShreeBhagwati/0101015HU7JGXJ"", ""IRS_ParentRandomNo"": """", ""BL_ExpDate"": ""2026-02-27T18:30:00.000Z"", ""IRS_ToSCP"": """", ""isExpired"": 0, ""isNearExpiry"": 1}",FAIL,OM-U2,4,VALID RSN UNDER WEIGHT,15
2026-02-27 11:42:07,506,1,0,1,6,0,2700,200,200,1030,1,2,1,3,1,0101015HU7JGXJ,"{""IRS_ID"": 111, ""IRS_ProductID"": 15, ""PM_GrossWeight"": 2.7, ""PM_MaxOffset"": 200, ""PM_MinOffset"": 200, ""IRS_PackSize"": 1, ""IRS_BatchID"": 148, ""IRS_PhysicalLocation"": 3, ""IRS_CompanyID"": 1, ""IRS_RandomNo"": ""0101015HU7JGXJ"", ""IRS_SKU"": ""https://vsecure.techtrio.com/ShreeBhagwati/0101015HU7JGXJ"", ""IRS_ParentRandomNo"": """", ""BL_ExpDate"": ""2026-02-27T18:30:00.000Z"", ""IRS_ToSCP"": """", ""isExpired"": 0, ""isNearExpiry"": 1}",FAIL,OM-U2,4,VALID RSN UNDER WEIGHT,15
2026-02-27 11:42:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,OM-U2,5,NO READ,15
2026-02-27 11:43:18,506,1,0,1,8,1,2700,200,200,2710,2,2,1,4,1,0101015HU7JGXJ,"{""IRS_ID"": 111, ""IRS_ProductID"": 15, ""PM_GrossWeight"": 2.7, ""PM_MaxOffset"": 200, ""PM_MinOffset"": 200, ""IRS_PackSize"": 1, ""IRS_BatchID"": 148, ""IRS_PhysicalLocation"": 3, ""IRS_CompanyID"": 1, ""IRS_RandomNo"": ""0101015HU7JGXJ"", ""IRS_SKU"": ""https://vsecure.techtrio.com/ShreeBhagwati/0101015HU7JGXJ"", ""IRS_ParentRandomNo"": """", ""BL_ExpDate"": ""2026-02-27T18:30:00.000Z"", ""IRS_ToSCP"": """", ""isExpired"": 0, ""isNearExpiry"": 1}",PASS,OM-U2,11,VALID RSN NEAR EXPIRY ACCEPTED,15
2026-02-27 11:45:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0101015MKGT3X3,,FAIL,BFFO-U2,9,INVALID RSN,16
2026-02-27 11:47:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
2026-02-27 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
2026-02-27 11:50:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
2026-02-27 12:01:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
2026-02-27 12:04:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
2026-02-27 12:05:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
2026-02-28 10:37:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO READ;
:3,NO READ;
:4,NO READ",,FAIL,BFFO-U2,6,INVALID RSN,16
2026-02-28 10:39:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
2026-02-28 12:42:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO READ,,FAIL,BFFO-U2,5,NO READ,16
